Country Name,Supply Plan Bucket Description,L5 - Product,DataMeasure,Period,Value
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2026-06,591363.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2026-07,615536.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2026-08,641531.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2026-09,683736.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2026-10,690693.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2026-11,707553.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2026-12,714715.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2027-01,700625.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2027-02,712457.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2027-03,775619.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2027-04,790093.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2027-05,770047.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2027-06,788146.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2027-07,812319.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2027-08,838315.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2027-09,880520.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2027-10,887476.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2027-11,904336.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2027-12,911499.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2028-01,897408.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2028-02,909241.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2028-03,972402.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2028-04,986877.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2028-05,966830.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2028-06,984930.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2028-07,1009103.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Prev. Monthly Consumption,2028-08,1035097.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2026-02,2361265.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2026-03,2071951.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2026-04,1031339.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2026-05,723799.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2026-06,1405154.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2026-07,3033311.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2026-08,2476198.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2026-09,3498814.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2026-10,2921759.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2026-11,3615634.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2026-12,4686251.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2027-01,12300452.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2027-02,11674514.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2027-03,11037106.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2027-04,10388227.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2027-05,9727877.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2027-06,9056057.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2027-07,14372766.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2027-08,13678004.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2027-09,12971772.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2027-10,12254069.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2027-11,11524895.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2027-12,10784251.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2028-01,9886843.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2028-02,8977602.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2028-03,8005200.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2028-04,16362038.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2028-05,15395208.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2028-06,14410278.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2028-07,13401175.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Supply Plan Inventory,2028-08,12366078.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Monthly Inventory,2026-02,2361265.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Monthly Inventory,2026-04,1031339.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Monthly Inventory,2026-06,1405154.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2026-02,-150363.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2026-03,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2026-04,-751298.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2026-05,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2026-06,988895.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2026-07,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2026-08,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2026-09,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2026-10,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2026-11,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2026-12,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2027-01,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2027-02,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2027-03,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2027-04,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2027-05,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2027-06,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2027-07,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2027-08,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2027-09,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2027-10,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2027-11,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2027-12,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2028-01,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2028-02,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2028-03,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2028-04,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2028-05,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2028-06,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2028-07,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory Adjustment,2028-08,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Expected Requirements,2026-07,2173800.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Expected Requirements,2026-09,1591200.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Expected Requirements,2026-10,3000.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Expected Requirements,2026-11,1285400.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Expected Requirements,2026-12,1673613.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Expected Requirements,2027-01,8228668.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Expected Requirements,2027-07,6000000.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Expected Requirements,2028-04,9343715.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Un-Shipped Orders,2026-09,1591200.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Received Shipments,2026-07,2173800.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Manual Adjustment,2026-06,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2026-02,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2026-03,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2026-04,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2026-05,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2026-06,1405154.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2026-07,3033311.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2026-08,2476198.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2026-09,3498814.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2026-10,2918759.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2026-11,2327234.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2026-12,1724238.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2027-01,1109771.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2027-02,483833.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2027-03,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2027-04,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2027-05,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2027-06,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2027-07,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2027-08,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2027-09,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2027-10,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2027-11,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2027-12,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2028-01,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2028-02,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2028-03,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2028-04,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2028-05,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2028-06,0.0
Nigeria,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",Projected Inventory,2028-07,0.0
